Image URL,Status,Code
https://i0.wp.com/practicetestautomation.com/wp-content/uploads/2019/10/Logo-1.png?fit=305%2C96&ssl=1,WORKING,200
https://i0.wp.com/practicetestautomation.com/wp-content/uploads/2019/10/round-avatar.png?resize=480%2C478&ssl=1,WORKING,200
https://pixel.wp.com/g.gif?v=ext&blog=167878209&post=23&tz=-5&srv=practicetestautomation.com&j=1%3A14.5&host=practicetestautomation.com&ref=&fcp=18084&rand=0.9141038442100252,WORKING,200
